Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID,Plant Reactome Reaction ID
AT5G45690,AT5G45690.1,A0A178U7K1,
AT5G17540,AT5G17540.1,A0A178U7K2,
AT5G39730,AT5G39730.1,A0A178U7K5,
AT5G59460,AT5G59460.1,A0A178U7K6,
AT5G15870,AT5G15870.1,A0A178U7K8,
ATMG00560,ATMG00560.1,A0A178U7K9,
AT5G15025,AT5G15025.1,A0A178U7L0,
AT5G01590,AT5G01590.1,A0A178U7L1,
AT1G65410,AT1G65410.1,A0A178U7L2,
AT1G67940,AT1G67940.1,A0A178U7L2,
AT5G19380,AT5G19380.1,A0A178U7L3,
ATMG00820,ATMG00820.1,A0A178U7L4,
ATMG00810,ATMG00810.1,A0A178U7L4,
AT5G15090,AT5G15090.1,A0A178U7L5,R-ATH-1119498
AT5G58560,AT5G58560.1,A0A178U7L6,R-ATH-1119402
AT5G58560,AT5G58560.1,A0A178U7L6,R-ATH-1119260
AT5G26000,AT5G26000.1,A0A178U7L7,
AT5G24655,AT5G24655.1,A0A178U7L9,
AT5G19380,AT5G19380.1,A0A178U7M1,
AT5G55700,AT5G55700.1,A0A178U7M4,
AT5G55510,AT5G55510.1,A0A178U7M6,
AT5G07100,AT5G07100.3,A0A178U7M7,
AT1G30540,AT1G30540.2,A0A178U7M8,
AT5G63440,AT5G63440.2,A0A178U7M9,
ATMG00530,ATMG00530.1,A0A178U7N0,
AT2G07776,AT2G07776.2,A0A178U7N0,
AT5G28520,AT5G28520.1,A0A178U7N2,
AT5G28520,AT5G28520.2,A0A178U7N2,
AT5G28919,AT5G28919.1,A0A178U7N3,
AT5G01470,AT5G01470.3,A0A178U7N4,
AT5G15740,AT5G15740.1,A0A178U7N5,
AT5G38280,AT5G38280.1,A0A178U7N7,
AT5G11910,AT5G11910.1,A0A178U7N8,
AT5G26690,AT5G26690.1,A0A178U7P1,
AT5G08500,AT5G08500.1,A0A178U7P3,
AT5G40910,AT5G40910.1,A0A178U7P4,
AT1G34300,AT1G34300.1,A0A178U7P5,
AT5G42800,AT5G42800.1,A0A178U7P6,
AT5G60860,AT5G60860.1,A0A178U7P8,
AT5G09630,AT5G09630.1,A0A178U7Q2,
AT5G63970,AT5G63970.2,A0A178U7Q3,
AT5G06810,AT5G06810.1,A0A178U7Q4,
AT5G64450,AT5G64450.1,A0A178U7Q5,
AT5G15770,AT5G15770.1,A0A178U7Q6,
AT5G62080,AT5G62080.1,A0A178U7R0,
AT5G18470,AT5G18470.1,A0A178U7R3,
AT5G45275,AT5G45275.1,A0A178U7R4,
AT5G67220,AT5G67220.1,A0A178U7R5,
AT5G63970,AT5G63970.1,A0A178U7R6,
AT5G63970,AT5G63970.2,A0A178U7R6,
AT2G07689,AT2G07689.1,A0A178U7R7,
AT2G07641,AT2G07641.1,A0A178U7R8,
AT5G28830,AT5G28830.1,A0A178U7S0,
AT5G22510,AT5G22510.1,A0A178U7S2,
AT5G65010,AT5G65010.1,A0A178U7S3,R-ATH-1119495
AT5G65010,AT5G65010.1,A0A178U7S3,R-ATH-1119553
AT5G65010,AT5G65010.1,A0A178U7S3,R-ATH-1119354
AT5G09340,AT5G09340.1,A0A178U7S4,
AT5G08141,AT5G08141.1,A0A178U7S5,
AT5G41950,AT5G41950.1,A0A178U7S6,
AT5G27360,AT5G27360.3,A0A178U7T0,
AT5G12120,AT5G12120.1,A0A178U7T2,
AT5G18370,AT5G18370.1,A0A178U7T3,
AT5G11180,AT5G11180.2,A0A178U7T4,
AT5G35740,AT5G35740.1,A0A178U7T5,
AT5G62460,AT5G62460.2,A0A178U7T8,
AT5G39650,AT5G39650.1,A0A178U7T9,
AT5G18400,AT5G18400.3,A0A178U7U0,
AT5G51300,AT5G51300.2,A0A178U7U3,
AT2G07674,AT2G07674.1,A0A178U7U5,
AT5G58050,AT5G58050.1,A0A178U7U7,
AT5G06670,AT5G06670.3,A0A178U7U8,
AT5G23580,AT5G23580.1,A0A178U7U9,
AT5G65770,AT5G65770.3,A0A178U7V0,
AT5G45910,AT5G45910.1,A0A178U7V1,
AT5G50870,AT5G50870.1,A0A178U7V3,
AT2G17905,AT2G17905.1,A0A178U7V4,
AT3G32940,AT3G32940.1,A0A178U7V5,
AT5G11710,AT5G11710.2,A0A178U7V7,
AT5G45440,AT5G45440.1,A0A178U7V8,
AT5G57990,AT5G57990.1,A0A178U7V9,
AT5G15600,AT5G15600.2,A0A178U7W0,
AT5G15600,AT5G15600.1,A0A178U7W0,
AT5G34887,AT5G34887.1,A0A178U7W1,
AT5G10760,AT5G10760.1,A0A178U7W2,
AT3G01120,AT3G01120.1,A0A178U7W3,
AT1G72990,AT1G72990.3,A0A178U7W3,
AT5G39775,AT5G39775.1,A0A178U7W4,
AT5G21920,AT5G21920.1,A0A178U7W5,
AT5G42760,AT5G42760.1,A0A178U7W8,
AT5G44785,AT5G44785.1,A0A178U7W9,
AT1G05500,AT1G05500.1,A0A178U7X0,
AT5G38210,AT5G38210.3,A0A178U7X1,
AT5G20820,AT5G20820.1,A0A178U7X2,
AT5G42480,AT5G42480.1,A0A178U7X4,
AT1G66570,AT1G66570.1,A0A178U7X8,
AT5G01920,AT5G01920.1,A0A178U7X9,
AT5G47910,AT5G47910.1,A0A178U7Y0,
AT5G53010,AT5G53010.1,A0A178U7Y1,
AT5G53010,AT5G53010.1,A0A178U7Y2,
AT2G06908,AT2G06908.1,A0A178U7Y3,
AT2G07820,AT2G07820.1,A0A178U7Y6,
AT5G02910,AT5G02910.3,A0A178U7Y7,
AT5G17970,AT5G17970.1,A0A178U7Y8,
AT5G64280,AT5G64280.1,A0A178U7Y9,
AT5G64860,AT5G64860.1,A0A178U7Z0,
AT5G64860,AT5G64860.1,A0A178U7Z1,
AT5G49860,AT5G49860.1,A0A178U7Z5,
AT5G23850,AT5G23850.1,A0A178U7Z7,
AT5G54380,AT5G54380.1,A0A178U7Z8,
AT5G45560,AT5G45560.1,A0A178U7Z9,
AT5G64200,AT5G64200.1,A0A178U800,
AT5G64200,AT5G64200.2,A0A178U800,
AT5G14440,AT5G14440.1,A0A178U803,
AT2G07713,AT2G07713.1,A0A178U805,
ATMG00540,ATMG00540.1,A0A178U805,
AT5G57123,AT5G57123.1,A0A178U806,
AT5G18550,AT5G18550.3,A0A178U807,
AT5G13480,AT5G13480.2,A0A178U808,
AT5G13480,AT5G13480.1,A0A178U808,
AT5G17070,AT5G17070.1,A0A178U812,
ATMG00513,ATMG00513.1,A0A178U813,
AT5G41590,AT5G41590.1,A0A178U814,
AT5G10560,AT5G10560.1,A0A178U815,
AT5G01100,AT5G01100.1,A0A178U817,
AT5G50500,AT5G50500.1,A0A178U818,
AT5G41180,AT5G41180.1,A0A178U821,
AT5G48100,AT5G48100.1,A0A178U822,
AT5G53380,AT5G53380.1,A0A178U823,
AT5G38060,AT5G38060.1,A0A178U825,
AT5G53470,AT5G53470.1,A0A178U827,
AT5G48900,AT5G48900.1,A0A178U829,
AT5G49305,AT5G49305.3,A0A178U832,
AT5G58410,AT5G58410.1,A0A178U833,
AT5G08300,AT5G08300.1,A0A178U834,R-ATH-1119533
AT5G05090,AT5G05090.1,A0A178U836,
AT5G57530,AT5G57530.1,A0A178U838,
AT5G05190,AT5G05190.1,A0A178U840,
AT5G58120,AT5G58120.1,A0A178U842,
AT5G47690,AT5G47690.3,A0A178U843,
AT5G61970,AT5G61970.1,A0A178U844,
AT5G03800,AT5G03800.1,A0A178U845,
ATMG00120,ATMG00120.1,A0A178U847,
AT1G40390,AT1G40390.1,A0A178U848,
AT1G60720,AT1G60720.1,A0A178U848,
AT5G66630,AT5G66630.1,A0A178U849,
AT5G35170,AT5G35170.1,A0A178U850,
AT3G33528,AT3G33528.2,A0A178U851,
AT5G56640,AT5G56640.1,A0A178U852,R-ATH-1119431
AT5G28237,AT5G28237.1,A0A178U853,
AT5G61490,AT5G61490.1,A0A178U854,
AT5G20165,AT5G20165.1,A0A178U855,
AT5G65310,AT5G65310.1,A0A178U859,
AT5G38520,AT5G38520.1,A0A178U860,
AT5G10050,AT5G10050.1,A0A178U862,
AT5G66380,AT5G66380.1,A0A178U863,
AT5G64190,AT5G64190.2,A0A178U864,
AT5G57300,AT5G57300.2,A0A178U865,
AT5G57300,AT5G57300.4,A0A178U865,
AT5G57300,AT5G57300.1,A0A178U865,
AT5G57300,AT5G57300.3,A0A178U865,
AT5G66060,AT5G66060.1,A0A178U868,
AT5G44330,AT5G44330.1,A0A178U869,
AT5G33393,AT5G33393.1,A0A178U871,
AT5G35390,AT5G35390.1,A0A178U872,
AT5G51120,AT5G51120.1,A0A178U874,
AT5G33320,AT5G33320.1,A0A178U876,
AT5G61260,AT5G61260.1,A0A178U877,
AT2G33160,AT2G33160.1,A0A178U878,
ATMG01250,ATMG01250.1,A0A178U878,
ATMG00310,ATMG00310.1,A0A178U878,
AT3G31430,AT3G31430.1,A0A178U878,
AT5G64810,AT5G64810.1,A0A178U879,
AT5G23370,AT5G23370.1,A0A178U882,
AT5G49650,AT5G49650.1,A0A178U884,R-ATH-1119451
AT5G56430,AT5G56430.1,A0A178U886,
AT5G46170,AT5G46170.1,A0A178U887,
AT5G57390,AT5G57390.2,A0A178U889,
AT4G24480,AT4G24480.3,A0A178U890,
AT5G16920,AT5G16920.1,A0A178U892,
AT5G49660,AT5G49660.1,A0A178U894,
AT5G42880,AT5G42880.1,A0A178U895,
AT5G39840,AT5G39840.1,A0A178U896,
AT2G07680,AT2G07680.6,A0A178U897,
AT5G56140,AT5G56140.1,A0A178U898,
AT5G18670,AT5G18670.1,A0A178U899,
AT3G32930,AT3G32930.1,A0A178U8A3,
AT5G27240,AT5G27240.1,A0A178U8A4,
AT5G51630,AT5G51630.1,A0A178U8A5,
AT5G43100,AT5G43100.2,A0A178U8A6,R-ATH-1119464
AT5G48160,AT5G48160.2,A0A178U8A7,
AT5G11610,AT5G11610.1,A0A178U8A8,
AT5G06790,AT5G06790.1,A0A178U8A9,
AT5G41030,AT5G41030.1,A0A178U8B2,
AT5G27790,AT5G27790.1,A0A178U8B4,
AT5G48510,AT5G48510.1,A0A178U8B5,
AT5G28190,AT5G28190.1,A0A178U8B6,
AT5G43100,AT5G43100.1,A0A178U8B7,R-ATH-1119464
AT5G01400,AT5G01400.3,A0A178U8B8,
ATMG00860,ATMG00860.1,A0A178U8C0,
AT1G40390,AT1G40390.1,A0A178U8C1,
AT5G01770,AT5G01770.3,A0A178U8C2,
AT5G47480,AT5G47480.1,A0A178U8C3,
AT5G13480,AT5G13480.2,A0A178U8C4,
AT5G27680,AT5G27680.6,A0A178U8C5,
AT5G44530,AT5G44530.2,A0A178U8C6,
AT5G58960,AT5G58960.3,A0A178U8C7,
AT5G58960,AT5G58960.2,A0A178U8C7,
AT5G09960,AT5G09960.1,A0A178U8D0,
AT5G17990,AT5G17990.1,A0A178U8D1,R-ATH-1119494
AT5G07730,AT5G07730.1,A0A178U8D2,
AT4G07410,AT4G07410.1,A0A178U8D3,
AT5G23660,AT5G23660.1,A0A178U8D4,
AT5G38600,AT5G38600.1,A0A178U8D5,
AT5G60980,AT5G60980.2,A0A178U8D7,
AT5G61350,AT5G61350.1,A0A178U8D8,
ATMG00860,ATMG00860.1,A0A178U8D9,
AT5G51840,AT5G51840.1,A0A178U8E0,
AT5G35590,AT5G35590.1,A0A178U8E1,
AT5G66550,AT5G66550.1,A0A178U8E3,
AT5G04360,AT5G04360.1,A0A178U8E4,
AT5G08560,AT5G08560.3,A0A178U8E6,
AT5G57490,AT5G57490.1,A0A178U8E7,
AT5G32590,AT5G32590.1,A0A178U8E8,
AT5G45020,AT5G45020.1,A0A178U8E9,
AT5G08710,AT5G08710.1,A0A178U8F0,
AT5G05110,AT5G05110.1,A0A178U8F4,
AT5G63550,AT5G63550.1,A0A178U8F5,
AT5G50220,AT5G50220.1,A0A178U8F6,
AT5G22960,AT5G22960.1,A0A178U8F7,
AT5G62820,AT5G62820.1,A0A178U8F8,
AT3G29750,AT3G29750.1,A0A178U8F9,
AT1G43730,AT1G43730.1,A0A178U8F9,
ATMG00860,ATMG00860.1,A0A178U8F9,
AT5G45510,AT5G45510.2,A0A178U8G0,
AT5G45510,AT5G45510.1,A0A178U8G0,
AT5G55280,AT5G55280.1,A0A178U8G2,
AT5G01470,AT5G01470.1,A0A178U8G4,
AT5G66990,AT5G66990.1,A0A178U8G5,
AT5G67260,AT5G67260.1,A0A178U8G6,
AT5G41410,AT5G41410.1,A0A178U8G7,
AT5G24790,AT5G24790.1,A0A178U8G8,
AT5G63030,AT5G63030.1,A0A178U8G9,
AT3G43150,AT3G43150.1,A0A178U8H1,
AT5G39200,AT5G39200.1,A0A178U8H2,
AT5G17710,AT5G17710.2,A0A178U8H4,
AT5G04430,AT5G04430.1,A0A178U8H7,
AT5G67370,AT5G67370.1,A0A178U8H8,
AT5G01230,AT5G01230.1,A0A178U8H9,
AT5G40830,AT5G40830.1,A0A178U8I0,
AT3G33530,AT3G33530.1,A0A178U8I1,
AT5G49215,AT5G49215.1,A0A178U8I3,
AT5G07270,AT5G07270.1,A0A178U8I5,
AT5G01450,AT5G01450.1,A0A178U8I6,
AT5G66470,AT5G66470.1,A0A178U8I7,
AT5G66470,AT5G66470.2,A0A178U8I7,
AT5G23140,AT5G23140.1,A0A178U8I8,
AT5G19250,AT5G19250.1,A0A178U8I9,
AT5G05870,AT5G05870.1,A0A178U8J2,R-ATH-1119473
AT5G38197,AT5G38197.1,A0A178U8J3,
AT5G16420,AT5G16420.2,A0A178U8J4,
AT5G16420,AT5G16420.4,A0A178U8J4,
AT5G16420,AT5G16420.3,A0A178U8J4,
AT5G16420,AT5G16420.1,A0A178U8J4,
AT5G42270,AT5G42270.1,A0A178U8J6,
AT5G59340,AT5G59340.1,A0A178U8J7,
AT5G25920,AT5G25920.1,A0A178U8J8,
AT5G52800,AT5G52800.3,A0A178U8J9,
AT4G07390,AT4G07390.2,A0A178U8K0,
AT5G52350,AT5G52350.1,A0A178U8K1,
AT5G60740,AT5G60740.1,A0A178U8K2,
AT5G29050,AT5G29050.1,A0A178U8K3,
AT5G59780,AT5G59780.2,A0A178U8K4,
AT5G50740,AT5G50740.5,A0A178U8K6,
AT5G09260,AT5G09260.1,A0A178U8K7,
AT5G27360,AT5G27360.2,A0A178U8L1,
AT5G63700,AT5G63700.1,A0A178U8L2,
AT5G37550,AT5G37550.1,A0A178U8L3,
AT5G27870,AT5G27870.1,A0A178U8L5,
AT5G09740,AT5G09740.1,A0A178U8L6,
AT4G08760,AT4G08760.1,A0A178U8L7,
AT5G25640,AT5G25640.1,A0A178U8L8,
AT5G67480,AT5G67480.2,A0A178U8M0,
AT5G07000,AT5G07000.1,A0A178U8M1,
AT5G03320,AT5G03320.1,A0A178U8M3,
AT5G03320,AT5G03320.2,A0A178U8M3,
AT2G07560,AT2G07560.1,A0A178U8M4,
AT5G59510,AT5G59510.1,A0A178U8M6,
AT5G21930,AT5G21930.2,A0A178U8M7,
AT5G19473,AT5G19473.1,A0A178U8M8,
AT5G22070,AT5G22070.1,A0A178U8M9,
AT5G61740,AT5G61740.1,A0A178U8N0,
AT2G07680,AT2G07680.2,A0A178U8N1,
AT5G14440,AT5G14440.2,A0A178U8N2,
AT5G01190,AT5G01190.1,A0A178U8N5,
AT5G04240,AT5G04240.1,A0A178U8N6,
AT5G62740,AT5G62740.1,A0A178U8N7,
AT5G58500,AT5G58500.1,A0A178U8N9,
AT5G52900,AT5G52900.1,A0A178U8P1,
AT5G22760,AT5G22760.1,A0A178U8P2,
AT5G35670,AT5G35670.1,A0A178U8P3,
AT5G22420,AT5G22420.1,A0A178U8P4,
AT5G45330,AT5G45330.1,A0A178U8P5,
AT5G56260,AT5G56260.5,A0A178U8P6,
AT5G56260,AT5G56260.2,A0A178U8P6,
AT5G56260,AT5G56260.1,A0A178U8P6,
AT5G49110,AT5G49110.3,A0A178U8P8,
AT5G16170,AT5G16170.1,A0A178U8P9,
AT5G17160,AT5G17160.1,A0A178U8Q0,
AT5G59990,AT5G59990.1,A0A178U8Q1,
AT5G57060,AT5G57060.1,A0A178U8Q2,
AT5G27680,AT5G27680.4,A0A178U8Q3,
AT5G59880,AT5G59880.1,A0A178U8Q4,
AT5G26980,AT5G26980.1,A0A178U8Q5,
AT5G48400,AT5G48400.2,A0A178U8Q6,
AT5G24970,AT5G24970.3,A0A178U8Q8,
AT5G57830,AT5G57830.1,A0A178U8Q9,
AT5G64070,AT5G64070.1,A0A178U8R0,
AT5G56040,AT5G56040.2,A0A178U8R1,
AT5G63500,AT5G63500.1,A0A178U8R2,
AT5G04050,AT5G04050.1,A0A178U8R3,
AT5G04050,AT5G04050.2,A0A178U8R3,
AT5G59200,AT5G59200.1,A0A178U8R4,
AT5G44960,AT5G44960.1,A0A178U8R6,
AT5G44970,AT5G44970.1,A0A178U8R6,
AT5G44950,AT5G44950.1,A0A178U8R6,
AT5G59930,AT5G59930.1,A0A178U8R8,
AT5G18810,AT5G18810.1,A0A178U8R9,
AT5G50940,AT5G50940.1,A0A178U8S0,
AT5G62400,AT5G62400.1,A0A178U8S1,
AT5G04360,AT5G04360.1,A0A178U8S2,
AT5G15410,AT5G15410.1,A0A178U8S3,
AT5G26240,AT5G26240.2,A0A178U8S4,
AT5G26920,AT5G26920.1,A0A178U8S5,
AT5G22040,AT5G22040.2,A0A178U8S8,
AT5G04430,AT5G04430.2,A0A178U8S9,
AT5G56010,AT5G56010.1,A0A178U8T0,
AT5G19410,AT5G19410.1,A0A178U8T1,
AT5G10470,AT5G10470.2,A0A178U8T2,
AT5G52960,AT5G52960.1,A0A178U8T4,
AT5G59460,AT5G59460.2,A0A178U8T5,
AT5G02080,AT5G02080.2,A0A178U8T6,
AT5G41130,AT5G41130.1,A0A178U8T7,
AT5G07320,AT5G07320.1,A0A178U8U1,
AT5G06710,AT5G06710.1,A0A178U8U2,
AT5G06280,AT5G06280.3,A0A178U8U3,
AT5G61110,AT5G61110.1,A0A178U8U4,
AT5G52260,AT5G52260.1,A0A178U8U6,
AT1G54870,AT1G54870.1,A0A178U8U7,
AT5G19220,AT5G19220.1,A0A178U8U7,R-ATH-1119477
AT5G05220,AT5G05220.1,A0A178U8U8,
AT5G13200,AT5G13200.1,A0A178U8V0,
AT5G57200,AT5G57200.1,A0A178U8V1,
AT5G55450,AT5G55450.1,A0A178U8V2,
AT5G43770,AT5G43770.1,A0A178U8V3,
AT5G42330,AT5G42330.1,A0A178U8V6,
AT5G47600,AT5G47600.1,A0A178U8V7,
AT5G37670,AT5G37670.1,A0A178U8V8,
AT5G60960,AT5G60960.1,A0A178U8V9,
AT5G57950,AT5G57950.1,A0A178U8W0,
AT5G39000,AT5G39000.1,A0A178U8W1,
AT5G43320,AT5G43320.1,A0A178U8W2,
AT5G59950,AT5G59950.2,A0A178U8W3,
AT5G63610,AT5G63610.1,A0A178U8W4,
AT5G12930,AT5G12930.1,A0A178U8W6,
AT5G35690,AT5G35690.1,A0A178U8W7,
AT5G16500,AT5G16500.1,A0A178U8W8,
AT5G44130,AT5G44130.1,A0A178U8W9,
AT4G15940,AT4G15940.1,A0A178U8X0,R-ATH-1119506
AT2G47140,AT2G47140.1,A0A178U8X0,
AT5G25430,AT5G25430.1,A0A178U8X1,
AT5G09400,AT5G09400.1,A0A178U8X3,
AT5G01770,AT5G01770.1,A0A178U8X5,
AT5G17640,AT5G17640.1,A0A178U8X6,
AT5G59150,AT5G59150.1,A0A178U8X7,
AT5G20045,AT5G20045.1,A0A178U8X8,
AT2G39140,AT2G39140.1,A0A178U8X9,
AT4G26600,AT4G26600.3,A0A178U8X9,
AT5G61480,AT5G61480.1,A0A178U8Y0,
AT5G14280,AT5G14280.1,A0A178U8Y1,
AT5G27430,AT5G27430.1,A0A178U8Y3,
AT5G65710,AT5G65710.1,A0A178U8Y4,
AT5G05920,AT5G05920.1,A0A178U8Y5,
AT5G23030,AT5G23030.1,A0A178U8Y6,
AT5G54180,AT5G54180.1,A0A178U8Y7,
AT5G48360,AT5G48360.1,A0A178U8Y8,
AT1G27320,AT1G27320.1,A0A178U8Y9,
AT5G10720,AT5G10720.1,A0A178U8Y9,
AT5G24210,AT5G24210.1,A0A178U8Z0,
AT5G04920,AT5G04920.1,A0A178U8Z1,
AT5G16090,AT5G16090.1,A0A178U8Z2,
AT3G28899,AT3G28899.1,A0A178U8Z2,
AT5G53650,AT5G53650.1,A0A178U8Z3,
AT5G43540,AT5G43540.1,A0A178U8Z4,
AT5G02840,AT5G02840.2,A0A178U8Z5,
AT5G02840,AT5G02840.1,A0A178U8Z5,
AT5G64667,AT5G64667.1,A0A178U8Z6,
AT5G13560,AT5G13560.1,A0A178U8Z7,
AT5G41690,AT5G41690.2,A0A178U8Z8,
AT5G66080,AT5G66080.1,A0A178U8Z9,
AT5G20000,AT5G20000.1,A0A178U901,
AT5G05760,AT5G05760.1,A0A178U903,
AT5G64360,AT5G64360.3,A0A178U904,
AT5G66650,AT5G66650.1,A0A178U905,
AT5G07650,AT5G07650.1,A0A178U906,
AT5G58800,AT5G58800.1,A0A178U907,
AT5G10840,AT5G10840.1,A0A178U909,
AT5G56325,AT5G56325.1,A0A178U910,
AT1G32375,AT1G32375.2,A0A178U912,
AT5G65950,AT5G65950.1,A0A178U913,
AT5G38880,AT5G38880.1,A0A178U914,
AT5G10120,AT5G10120.1,A0A178U915,
AT5G38930,AT5G38930.1,A0A178U916,
AT5G02940,AT5G02940.2,A0A178U917,
AT5G19960,AT5G19960.1,A0A178U918,
AT5G01020,AT5G01020.1,A0A178U920,
AT5G52190,AT5G52190.1,A0A178U921,
AT5G16380,AT5G16380.1,A0A178U922,
AT5G07870,AT5G07870.1,A0A178U925,
AT5G63350,AT5G63350.1,A0A178U926,
AT5G08200,AT5G08200.1,A0A178U927,
AT5G10300,AT5G10300.1,A0A178U928,
AT5G07380,AT5G07380.1,A0A178U929,
AT5G58200,AT5G58200.2,A0A178U930,
AT5G43935,AT5G43935.1,A0A178U931,
AT5G10920,AT5G10920.1,A0A178U932,
AT2G07681,AT2G07681.1,A0A178U933,
AT5G67370,AT5G67370.1,A0A178U934,
AT5G06190,AT5G06190.1,A0A178U935,
AT5G14050,AT5G14050.1,A0A178U936,
AT5G59580,AT5G59580.1,A0A178U937,R-ATH-1119473
AT5G22300,AT5G22300.1,A0A178U938,R-ATH-1119486
AT5G64990,AT5G64990.1,A0A178U939,
AT5G20940,AT5G20940.1,A0A178U940,
AT5G28510,AT5G28510.1,A0A178U941,
AT5G64905,AT5G64905.1,A0A178U942,
ATMG01260,ATMG01260.1,A0A178U943,
AT5G06300,AT5G06300.1,A0A178U944,
AT3G53650,AT3G53650.1,A0A178U945,
AT5G39493,AT5G39493.1,A0A178U946,
AT5G14660,AT5G14660.3,A0A178U947,
AT5G36110,AT5G36110.1,A0A178U948,
AT5G03650,AT5G03650.1,A0A178U949,R-ATH-1119477
AT5G20990,AT5G20990.1,A0A178U950,
AT5G10410,AT5G10410.1,A0A178U951,
AT5G44600,AT5G44600.1,A0A178U952,
ATMG01290,ATMG01290.1,A0A178U953,
AT5G54600,AT5G54600.1,A0A178U954,
AT5G27960,AT5G27960.1,A0A178U955,
AT5G21060,AT5G21060.2,A0A178U956,R-ATH-1119295
AT5G02940,AT5G02940.2,A0A178U957,
AT5G62420,AT5G62420.1,A0A178U958,
AT5G62660,AT5G62660.1,A0A178U959,
AT5G61560,AT5G61560.3,A0A178U961,
AT5G57660,AT5G57660.1,A0A178U962,
AT5G54550,AT5G54550.1,A0A178U963,
AT5G08270,AT5G08270.1,A0A178U965,
AT5G38450,AT5G38450.1,A0A178U967,
AT5G18750,AT5G18750.1,A0A178U968,
AT5G45610,AT5G45610.1,A0A178U969,
AT5G18680,AT5G18680.1,A0A178U970,
AT5G13800,AT5G13800.3,A0A178U971,
AT5G65207,AT5G65207.1,A0A178U974,
AT5G02000,AT5G02000.1,A0A178U976,
AT5G27120,AT5G27120.1,A0A178U978,
AT5G56120,AT5G56120.1,A0A178U979,
AT5G48000,AT5G48000.3,A0A178U980,
AT5G48000,AT5G48000.5,A0A178U980,
AT5G48000,AT5G48000.6,A0A178U980,
AT5G48000,AT5G48000.7,A0A178U980,
AT5G48000,AT5G48000.4,A0A178U980,
AT5G48000,AT5G48000.2,A0A178U980,
AT5G41590,AT5G41590.1,A0A178U981,
AT5G51795,AT5G51795.1,A0A178U982,
AT5G15050,AT5G15050.1,A0A178U983,
AT5G48800,AT5G48800.1,A0A178U984,
AT5G66270,AT5G66270.1,A0A178U986,
AT5G17200,AT5G17200.1,A0A178U988,
AT5G27940,AT5G27940.1,A0A178U989,
AT5G39640,AT5G39640.1,A0A178U990,
AT5G55930,AT5G55930.1,A0A178U991,
AT5G17165,AT5G17165.1,A0A178U992,
AT5G56960,AT5G56960.1,A0A178U993,
AT5G25940,AT5G25940.1,A0A178U994,
AT5G17810,AT5G17810.2,A0A178U995,
AT5G17810,AT5G17810.1,A0A178U995,
AT5G24740,AT5G24740.6,A0A178U996,
AT5G04430,AT5G04430.2,A0A178U997,
AT2G07721,AT2G07721.1,A0A178U998,
AT5G20420,AT5G20420.1,A0A178U999,
AT5G12390,AT5G12390.1,A0A178U9A0,
AT5G17360,AT5G17360.1,A0A178U9A1,
AT5G58410,AT5G58410.1,A0A178U9A2,
AT1G31930,AT1G31930.2,A0A178U9A3,
AT5G06043,AT5G06043.1,A0A178U9A4,
AT5G43900,AT5G43900.1,A0A178U9A5,
AT5G64480,AT5G64480.1,A0A178U9A6,
AT5G12010,AT5G12010.1,A0A178U9A7,
AT5G06670,AT5G06670.1,A0A178U9A8,
AT5G22420,AT5G22420.4,A0A178U9B0,
AT5G22420,AT5G22420.1,A0A178U9B0,
AT5G47690,AT5G47690.3,A0A178U9B2,
AT5G46400,AT5G46400.1,A0A178U9B3,
AT5G01400,AT5G01400.2,A0A178U9B4,
AT5G47150,AT5G47150.1,A0A178U9B5,
AT5G41790,AT5G41790.1,A0A178U9B6,
AT1G34050,AT1G34050.1,A0A178U9B7,
AT5G13440,AT5G13440.1,A0A178U9B8,
AT5G46350,AT5G46350.1,A0A178U9B9,
ATMG00600,ATMG00600.1,A0A178U9C0,
AT5G45210,AT5G45210.4,A0A178U9C1,
AT5G61200,AT5G61200.3,A0A178U9C2,
AT5G13880,AT5G13880.1,A0A178U9C3,
AT5G48950,AT5G48950.1,A0A178U9C4,
AT5G49050,AT5G49050.1,A0A178U9C5,
AT5G67190,AT5G67190.1,A0A178U9C6,R-ATH-8879007
AT5G66520,AT5G66520.1,A0A178U9C7,
AT5G47240,AT5G47240.1,A0A178U9C8,
AT5G54000,AT5G54000.2,A0A178U9C9,
AT5G28000,AT5G28000.1,A0A178U9D0,
AT5G25220,AT5G25220.1,A0A178U9D1,
AT5G60980,AT5G60980.4,A0A178U9D2,
AT5G34581,AT5G34581.1,A0A178U9D3,
AT5G56850,AT5G56850.4,A0A178U9D4,
AT5G08370,AT5G08370.1,A0A178U9D5,
AT5G25540,AT5G25540.3,A0A178U9D7,
AT5G25540,AT5G25540.1,A0A178U9D7,
AT3G11270,AT3G11270.1,A0A178U9D8,
AT5G40910,AT5G40910.1,A0A178U9E0,
AT5G48220,AT5G48220.1,A0A178U9E1,R-ATH-1119494
AT5G24100,AT5G24100.1,A0A178U9E2,
AT5G54430,AT5G54430.4,A0A178U9E3,
AT5G54430,AT5G54430.1,A0A178U9E3,
AT5G62130,AT5G62130.1,A0A178U9E4,
AT5G11660,AT5G11660.1,A0A178U9E5,
AT5G15000,AT5G15000.1,A0A178U9E6,
AT5G26210,AT5G26210.1,A0A178U9E8,
AT2G28460,AT2G28460.1,A0A178U9E9,
AT5G60820,AT5G60820.1,A0A178U9F0,
AT5G44370,AT5G44370.1,A0A178U9F1,
